,转债代码,转债余额,申购日期,债券简称,股票代码,正股简称,转股价格,纯债价值,bond_nm,price,stock_id,stock_nm,redeem_dt,volume,评级,redeem_icon,强赎修正,ATR,ma20,ma5,K,D,slope,macd,cci,yj_bias,ATR1,ma201,ma51,K1,D1,SLOPE1,macd1,cci1,yj_bias1,VIX11,zzzf,zgzf,zfc,zfc5,zfc10,正股趋势,正股综合分,转债价格,转债涨跌幅,股价,正股涨跌幅,转股价值,转股溢价率,amount,amount1,转债换手率,转债换手率1,距离转股日,剩余期限,vix,多权价值,期权价值,内在价值,价值溢价,MA20乖离,MA5乖离,绝对乖离,涨幅对标,双低分数,传统双低,五因子分数,强势分数,多因子V1.1,综合分数,溢值分数
102,sz127019,8.498,2020-07-15,国城转债,sz000688,国城矿业,21.06, 99.72,国城转债,114.9,000688,国城矿业,暂无提示,2313.46,AA,,0,0.9207,18.1495,16.8320,44.4316,33.0616,-0.2743,-0.1309,-41.9956,0.6467,0.9548,18.3365,16.7760,32.1155,23.1443,-0.3366,-0.1775,-47.7816,0.6467,0.0339,0.1472,-0.1754,0.1186,0.0311,0.0226,跌减缓,4,116.122,1.06,17.41,3.75,82.6686,0.404669,2.09754,4.411,2.46827,2.59532,1350,1350,0.0339,19.9278,19.9278,119.648,-0.0294679,-0.04074492410259234,0.03433935361216722,0.04074492410259234,0.1186,0.364943,0.792032,0.379333,0.507938,0.482405,0.633973,0.644363
103,sz128130,9.987,2020-08-31,景兴转债,sz002067,景兴纸业,3.4, 99.24,景兴转债,119.65,002067,景兴纸业,暂无提示,2935.76,AA,,0,0.0687,3.4280,3.4220,95.1178,86.7746,0.0034,0.0148,108.8454,0.3563,0.0712,3.4375,3.3940,88.7899,72.8247,-0.0036,0.0105,66.4955,0.0682,0.0124,0.0683,-0.0521,0.0352,0.0016,-0.0203,上涨中,6,119.431,-0.18,3.45,-0.29,101.471,0.177001,1.77076,4.70652,1.77307,2.35632,1397,1397,0.0124,13.7692,13.7692,113.009,0.0568256,0.0064177362893815815,0.008182349503214503,0.0064177362893815815,0.0352,0.528731,0.596177,0.573552,0.577737,0.683922,0.633204,0.676476
104,sh113011,241.98,2017-03-17,光大转债,sh601818,光大银行,3.35, 104.03,光大转债,105.041,601818,光大银行,暂无提示,12995.6,AAA,,0,0.0270,2.8385,2.8140,26.6667,25.2469,-0.0038,-0.0033,-85.5746,0.6668,0.0280,2.8435,2.8160,24.1667,21.6049,-0.0040,-0.0038,-64.0310,0.5666,0.0061,0.0047,-0.0243,0.0243,0.0039,0.0078,跌减缓,4,105.106,0.06,2.81,0,83.8806,0.253043,8.09928,21.0949,0.334708,0.435881,134,134,0.0061,0.00338482,0.00338482,104.033,0.0103103,-0.010040514356173924,-0.001421464108031234,0.010040514356173924,0.0243,0.531657,0.753833,0.534489,0.575508,0.703522,0.632513,0.608553
105,sz123152,2.92,2022-07-21,润禾转债,sz300727,润禾材料,29.27, 84.17,润禾转债,135.4,300727,润禾材料,暂无提示,2628.08,A+,,0,1.7830,28.7395,28.2840,80.8614,71.1345,-0.0291,0.3819,50.5210,0.0000,1.8491,28.8690,27.9580,70.7907,58.9117,-0.0990,0.3373,34.5402,0.0000,0.0436,0.1387,-0.1200,0.0423,-0.0008,-0.0173,上涨中,6,136.325,0.68,28.92,1.37,98.8042,0.379749,3.91111,6.53919,13.3942,11.1973,2086,2086,0.0436,37.3856,37.3856,121.556,0.121503,0.006280554637345892,0.02248621128553263,0.006280554637345892,0.0423,0.457333,0.389522,0.531242,0.496653,0.512726,0.63249,0.64825
106,sz128143,2.441,2021-01-08,锋龙转债,sz002931,锋龙股份,12.63, 91.80,锋龙转债,125.48,002931,锋龙股份,暂无提示,3112.26,A+,,0,0.5238,10.0435,10.0700,86.3948,73.4513,-0.0142,0.1498,96.4234,0.4870,0.5432,10.0685,9.8860,75.4301,57.9527,-0.0391,0.1252,67.5842,-0.0799,0.0330,0.0752,-0.0226,0.0169,-0.0200,-0.0060,均线金叉,7,124.2,-1.02,10.36,0,82.0269,0.514137,1.71813,4.83039,7.03865,9.89429,1527,1527,0.033,18.9251,18.9251,110.725,0.121697,0.03151291880320595,0.028798411122144874,0.03151291880320595,0.0169,0.529434,0.439468,0.5958,0.507684,0.567024,0.631578,0.654688
107,sh113033,17.998,2020-04-01,利群转债,sh601366,利群股份,6.9, 100.79,利群转债,108.734,601366,利群股份,暂无提示,3412.63,AA,,0,0.0876,6.2320,6.1180,38.3333,30.1389,-0.0146,-0.0169,-55.6062,0.8599,0.0908,6.2440,6.1180,28.1250,23.1413,-0.0196,-0.0204,-68.7803,0.7508,0.0092,0.0319,-0.0438,0.0299,0.0079,0.0098,跌减缓,4,108.797,0.06,6.09,-0.49,88.2609,0.232675,2.79645,6.20908,1.55375,1.72494,1245,1245,0.0092,4.26926,4.26926,105.059,0.0355775,-0.022785622593068044,-0.004576659038901698,0.022785622593068044,0.0299,0.528115,0.685181,0.513401,0.563923,0.675832,0.630647,0.585115
108,sz123052,1.504,2020-06-05,飞鹿转债,sz300665,飞鹿股份,7.04, 99.23,飞鹿转债,141.0,300665,飞鹿股份,暂无提示,1666.26,A+,,0,0.2527,7.7985,7.8780,95.5250,87.4956,0.0176,0.0885,137.1844,0.1719,0.2621,7.8155,7.7660,91.8415,72.7133,-0.0019,0.0754,116.2963,-0.4213,0.0188,0.1194,-0.0266,0.0099,-0.0113,-0.0224,均线金叉,7,140.099,-0.64,8.04,0,114.204,0.226738,1.27645,2.94271,8.48706,9.78296,1310,1310,0.0188,27.8699,27.8699,127.1,0.102274,0.030967493748797814,0.020563594821020548,0.030967493748797814,0.0099,0.579233,0.41443,0.654397,0.620377,0.613744,0.62986,0.782043
109,sh110070,2.171,2020-04-13,凌钢转债,sh600231,凌钢股份,2.59, 102.80,凌钢转债,119.048,600231,凌钢股份,暂无提示,727.87,AA,,0,0.0482,2.2660,2.2420,93.9394,76.7789,-0.0020,0.0056,54.2141,0.6899,0.0500,2.2740,2.2300,78.3838,58.4905,-0.0059,0.0028,12.7854,0.4722,0.0127,0.0688,-0.0583,0.0351,0.0055,0.0015,上涨中,6,118.175,-0.73,2.25,-0.44,86.8726,0.360326,0.858459,1.58633,3.95421,3.65345,1257,1257,0.0127,6.33273,6.33273,109.133,0.0828557,-0.007060900264783787,0.003568242640499486,0.007060900264783787,0.0351,0.501976,0.546459,0.577477,0.518953,0.665072,0.629234,0.704241
110,sz128128,6.798,2020-08-20,齐翔转2,sz002408,齐翔腾达,5.69, 99.45,齐翔转2,144.5,002408,齐翔腾达,暂无提示,7279.18,AA,G,0,0.2430,7.0270,7.2620,95.5036,94.3464,0.0402,0.0910,157.6751,0.3923,0.2520,7.0325,7.1840,93.7963,91.1443,0.0287,0.0833,172.6160,-0.1321,0.0227,0.1084,0.0014,0.0021,0.0015,-0.0046,上涨中,6,142.99,-1.04,7.35,-0.54,129.174,0.106957,3.15003,10.4292,4.63376,7.67079,1386,1386,0.0227,42.5021,42.5021,141.952,0.00731162,0.04596556140600527,0.012117873863949358,0.04596556140600527,0.0021,0.611693,0.602832,0.659914,0.735482,0.632834,0.628712,0.86074
111,sh113600,4.53,2020-08-13,新星转债,sh603978,深圳新星,23.85, 100.88,新星转债,125.318,603978,深圳新星,暂无提示,2160.09,AA-,,0,1.1729,21.8820,21.5480,66.2145,51.0145,-0.1049,0.2192,11.0956,0.6241,1.2163,21.9675,21.2980,49.3816,37.8991,-0.1527,0.1850,1.7674,0.3153,0.0335,0.0647,-0.0604,0.0750,-0.0095,0.0052,上涨中,6,125.27,-0.04,21.95,0.73,92.0335,0.361134,1.33135,3.49144,2.93896,3.85368,1379,1379,0.0335,25.2,25.2,126.08,-0.00642413,0.003107577003930162,0.018656023760905915,0.003107577003930162,0.075,0.408255,0.705409,0.475272,0.54124,0.495424,0.626991,0.700216
112,sz128083,8.768,2019-12-12,新北转债,sz002376,新北洋,6.65, 101.93,新北转债,133.073,002376,新北洋,暂无提示,3267.33,AA,,0,0.2815,7.2685,7.6540,84.1026,82.9201,0.0641,0.1190,143.2744,-0.0014,0.2919,7.2620,7.4640,79.9634,76.3083,0.0400,0.1043,189.0411,-0.8644,0.0218,0.1274,0.0355,-0.0119,-0.0221,-0.0548,上涨中,6,133.518,0.33,7.95,1.02,119.549,0.116849,3.15619,6.42352,3.59967,3.66305,1134,1134,0.0218,34.3062,34.3062,136.236,-0.0199518,0.0937607484350278,0.038672589495688525,0.0937607484350278,-0.0119,0.714036,0.699705,0.776235,0.808969,0.704494,0.626385,0.907474
113,sz123022,2.563,2019-03-18,长信转债,sz300088,长信科技,6.0, 104.24,长信转债,143.0,300088,长信科技,暂无提示,4566.61,AA,,0,0.2227,6.2700,6.3020,93.8721,84.9554,0.0103,0.0716,124.8439,0.5276,0.2309,6.3035,6.2180,86.1411,70.7763,-0.0054,0.0587,91.6667,0.2867,0.0254,0.1271,-0.0737,0.0518,0.0209,-0.0172,均线金叉,7,140.66,-1.64,6.36,-0.78,106.0,0.326981,3.46421,8.03082,13.5162,15.6668,865,865,0.0254,27.6558,27.6558,131.896,0.0664475,0.014354066985646119,0.0092034274833388,0.014354066985646119,0.0518,0.462853,0.487709,0.550089,0.560146,0.536843,0.626212,0.746072
114,sh110080,15.491,2021-04-12,东湖转债,sh600133,东湖高新,5.84, 97.50,东湖转债,114.392,600133,东湖高新,暂无提示,5837.19,AA,,0,0.1468,5.4640,5.3740,85.7143,67.5463,-0.0097,0.0117,37.9487,0.5458,0.1522,5.4890,5.3360,68.6088,48.2114,-0.0239,0.0023,9.8514,0.2061,0.0151,0.0685,-0.0702,0.0433,-0.0126,-0.0193,上涨中,6,115.206,0.71,5.45,0.37,93.3219,0.234501,5.82692,11.6641,3.76149,3.7648,1621,1621,0.0151,11.3092,11.3092,108.809,0.0587892,-0.0025622254758419505,0.014142165984369237,0.0025622254758419505,0.0433,0.505018,0.609579,0.525422,0.54487,0.639426,0.626005,0.579071
115,sh113565,2.249,2020-02-26,宏辉转债,sh603336,宏辉果蔬,7.64, 96.97,宏辉转债,119.993,603336,宏辉果蔬,暂无提示,1082.85,AA-,,0,0.2260,6.2580,6.2380,92.3810,84.2009,0.0046,0.0262,78.9021,0.3627,0.2344,6.2830,6.1800,88.7698,69.2351,-0.0123,0.0158,51.3654,0.1101,0.0229,0.0651,-0.0597,0.0399,-0.0080,-0.0191,上涨中,6,119.201,-0.66,6.29,-0.16,82.3298,0.447847,1.41558,2.49843,6.29424,5.55452,1210,1210,0.0229,11.819,11.819,108.789,0.0957086,0.005113454777884385,0.008336005129849333,0.005113454777884385,0.0399,0.473091,0.515074,0.578221,0.482923,0.628216,0.625233,0.670707
116,sh113526,1.928,2019-01-23,联泰转债,sh603797,联泰环保,5.72, 102.17,联泰转债,134.613,603797,联泰环保,暂无提示,6696.57,AA+,,0,0.1292,5.5625,5.5680,98.8506,83.9230,0.0035,0.0269,131.1612,0.6710,0.1340,5.5780,5.5060,85.5172,65.3690,-0.0091,0.0152,83.5443,0.5902,0.0140,0.0809,-0.0405,0.0417,0.0145,0.0125,均线金叉,7,133.514,-0.82,5.64,-0.7,98.6014,0.354078,8.29019,14.9868,42.9989,38.8661,811,811,0.014,13.3608,13.3608,115.531,0.155657,0.013932584269662929,0.012931034482758674,0.013932584269662929,0.0417,0.473689,0.329118,0.524215,0.477367,0.574538,0.624119,0.645021
117,sz128122,2.685,2020-07-23,兴森转债,sz002436,兴森科技,13.51, 102.20,兴森转债,127.053,002436,兴森科技,暂无提示,8748.87,AA,,0,0.6615,9.8895,10.0720,94.5144,84.9635,0.0435,0.2792,162.4993,0.0607,0.6860,9.9430,9.7380,87.8471,67.8439,0.0011,0.2388,159.1099,-1.0257,0.0355,0.1842,-0.0645,-0.0194,-0.0776,-0.1134,均线金叉,7,126.29,-0.6,10.53,-0.47,77.9423,0.620302,4.93958,13.6885,18.3969,25.4906,1358,1358,0.0355,18.4032,18.4032,120.603,0.047153,0.06476566054906718,0.045472597299444084,0.06476566054906718,-0.0194,0.644378,0.588105,0.786964,0.644056,0.582095,0.623885,0.793727
118,sh113017,11.349,2017-12-27,吉视转债,sh601929,吉视传媒,2.23, 103.73,吉视转债,109.615,601929,吉视传媒,暂无提示,2358.16,AA+,,0,0.0423,1.7905,1.7800,87.1795,75.2711,-0.0010,0.0072,71.1204,0.3416,0.0439,1.7965,1.7620,77.8388,59.7812,-0.0050,0.0042,42.3828,0.0271,0.0139,0.0400,-0.0625,0.0507,-0.0116,-0.0066,上涨中,6,108.978,-0.58,1.79,-0.56,80.2691,0.357659,1.49498,3.85314,1.31728,1.69757,419,419,0.0139,2.31491,2.31491,106.045,0.027659,-0.0002792516056967509,0.00561797752808979,0.0002792516056967509,0.0507,0.468948,0.70114,0.531413,0.518718,0.660225,0.62315,0.62554
119,sz128119,9.461,2020-07-13,龙大转债,sz002726,龙大美食,9.3, 96.73,龙大转债,120.53,002726,龙大美食,暂无提示,2309.68,AA-,,0,0.1764,9.1980,9.3940,59.0105,65.8445,0.0352,0.0392,46.0954,-0.1367,0.1829,9.1880,9.3980,66.8811,71.0477,0.0402,0.0470,47.4376,-0.1628,0.0079,0.0323,0.0331,-0.0231,0.0170,0.0000,涨减速,5,121.318,0.65,9.67,3.2,103.979,0.16676,4.72619,7.03587,4.99545,3.71836,1348,1348,0.0079,11.7194,11.7194,108.449,0.11866,0.05131550337029789,0.029380455609963718,0.05131550337029789,-0.0231,0.652172,0.457845,0.64465,0.618725,0.738444,0.623132,0.681424
120,sz123083,5.483,2020-12-09,朗新转债,sz300682,朗新科技,15.2, 98.74,朗新转债,188.408,300682,朗新科技,暂无提示,14802.3,AA,G,0,1.0453,22.9280,23.4940,93.4607,87.8093,0.1156,0.4986,135.9230,0.8355,1.0840,23.0175,22.9760,88.5740,76.0390,0.0530,0.4542,156.9543,0.2336,0.0251,0.2082,-0.0498,0.0336,-0.0247,-0.0153,均线金叉,7,186.28,-1.13,24.1,0.33,158.553,0.174878,10.0635,24.8658,18.3539,22.6753,1497,1497,0.0251,68.971,68.971,167.711,0.11072,0.051116538729937266,0.02579381969864647,0.051116538729937266,0.0336,0.573558,0.37331,0.655325,0.630048,0.646429,0.622513,0.785911
121,sh113647,15.0,2022-04-22,禾丰转债,sh603609,禾丰股份,10.26, 94.72,禾丰转债,133.439,603609,禾丰股份,暂无提示,15433.8,AA,,0,0.3720,10.0460,11.1460,99.2754,97.8562,0.1912,0.2810,180.7433,-0.8205,0.3858,9.9770,10.7260,97.5312,95.3886,0.1424,0.2364,232.0993,-1.4913,0.0262,0.1302,0.1581,-0.1182,-0.0847,-0.1691,上涨中,6,133.446,0.01,11.96,0.17,116.569,0.144779,6.87126,22.3051,4.58084,7.43502,1996,1996,0.0262,35.7572,35.7572,130.477,0.0227532,0.19052359147919584,0.07303068365332854,0.19052359147919584,-0.1182,0.815839,0.60988,0.865778,0.842802,0.729272,0.62223,0.8458
122,sz127058,29.998,2022-03-18,科伦转债,sz002422,科伦药业,16.65, 93.66,科伦转债,157.1,002422,科伦药业,暂无提示,27186.9,AA+,,0,0.7931,21.8615,23.5820,90.5748,91.0185,0.3264,0.4115,156.4163,-0.4259,0.8225,21.7050,22.9840,94.0459,87.6727,0.2708,0.3846,214.1712,-0.6245,0.0238,0.1798,0.1413,-0.0454,-0.0200,-0.0085,KDJ死叉,3,163.001,3.76,25.8,5.09,154.955,0.0519251,64.585,91.7719,21.5298,15.2963,1961,1961,0.0238,64.9326,64.9326,158.593,0.0277971,0.1801568968277567,0.0940547875498261,0.1801568968277567,-0.0454,0.821318,0.54831,0.773376,0.880946,0.671017,0.621196,0.856271
123,sh110043,29.213,2018-01-30,无锡转债,sh600908,无锡银行,5.43, 103.24,无锡转债,120.571,600908,无锡银行,暂无提示,5138.35,AA+,,0,0.1310,5.8345,5.7980,75.0000,62.0756,-0.0051,0.0018,43.4783,0.4099,0.1358,5.8465,5.7580,58.3333,46.3139,-0.0101,-0.0028,36.9723,-0.5452,0.0140,0.0533,-0.0316,0.0020,-0.0039,-0.0147,MACD金叉,9,120.049,-0.43,5.86,0.51,107.919,0.112399,4.88074,10.0191,1.67074,1.71483,453,453,0.014,16.0504,16.0504,119.29,0.00635933,0.00437055446053658,0.010693342531907568,0.00437055446053658,0.002,0.590702,0.700114,0.591871,0.666437,0.674621,0.620649,0.675526
124,sz128101,2.991,2020-03-16,联创转债,sz002036,联创电子,13.71, 100.96,联创转债,145.5,002036,联创电子,暂无提示,7635.67,AA,,0,0.8320,14.6785,14.7620,89.8127,84.4041,0.0026,0.1724,65.4809,0.6976,0.8628,14.7770,14.4620,84.8607,72.1758,-0.0347,0.1458,64.8253,0.2584,0.0360,0.1622,-0.0883,0.0457,-0.0228,0.0233,均线金叉,7,144.5,-0.69,14.87,0,108.461,0.332276,5.46718,13.1029,18.2788,21.9038,1229,1229,0.036,38.1199,38.1199,139.08,0.0389713,0.01304629219606901,0.007316081831729937,0.01304629219606901,0.0457,0.487575,0.529747,0.559946,0.608137,0.504965,0.620443,0.782606
125,sz123118,3.199,2021-07-07,惠城转债,sz300779,惠城环保,17.06, 88.79,惠城转债,125.63,300779,惠城环保,暂无提示,19314.2,A+,,0,0.5540,14.2970,14.4300,92.2566,80.8608,0.0251,0.1591,147.1513,0.5634,0.5746,14.3145,14.0120,85.5033,62.9920,-0.0426,0.0915,124.0774,-0.5792,0.0225,0.1073,-0.0097,0.0024,-0.0724,-0.0359,均线金叉,7,127.099,1.17,15.13,-0.79,88.687,0.433119,2.70622,22.0204,8.45958,34.4177,1707,1707,0.0225,14.746,14.746,103.536,0.227582,0.058263971462544584,0.048510048510048476,0.058263971462544584,0.0024,0.60351,0.203969,0.666927,0.490952,0.616968,0.619941,0.598013
126,sz127038,14.936,2021-06-10,国微转债,sz002049,紫光国微,98.18, 98.59,国微转债,184.857,002049,紫光国微,暂无提示,22899.4,AA+,G,0,8.7043,150.4695,148.9940,88.8452,83.9889,-0.0075,3.4953,97.3408,0.5651,9.0267,151.0135,146.5500,85.4674,74.6546,-0.3822,3.2907,76.1559,-0.1040,0.0618,0.2378,-0.0883,0.0099,-0.0149,-0.0181,上涨中,6,187.6,1.48,153.59,1.05,156.437,0.199204,20.775,43.6744,13.9093,14.6205,1680,1680,0.0618,97.2151,97.2151,195.805,-0.0419046,0.020738422072247076,0.03084687974012379,0.020738422072247076,0.0099,0.575199,0.695408,0.594902,0.746836,0.486166,0.619609,0.770693
127,sz123147,5.705,2022-05-31,中辰转债,sz300933,中辰股份,7.78, 86.63,中辰转债,127.65,300933,中辰股份,暂无提示,1852.39,AA-,,0,0.3130,7.8415,8.0380,94.5649,89.8571,0.0227,0.1004,113.4141,0.1811,0.3246,7.8445,7.9000,94.3773,77.4972,0.0049,0.0896,108.7121,-0.5060,0.0288,0.0945,-0.0085,0.0018,-0.0150,-0.0351,上涨中,6,129.087,1.13,8.35,2.2,107.326,0.202751,2.23141,4.0838,3.91133,3.57914,2035,2035,0.0288,31.3946,31.3946,118.025,0.0937297,0.06484728687113428,0.038815625777556484,0.06484728687113428,0.0018,0.617358,0.478194,0.673933,0.630894,0.67481,0.619195,0.744971
128,sh113546,2.297,2019-10-23,迪贝转债,sh603320,迪贝电气,13.8, 98.26,迪贝转债,121.57,603320,迪贝电气,暂无提示,823.03,A+,,0,0.4883,11.5470,11.5480,70.6767,59.3985,0.0009,0.0879,86.8217,0.4877,0.5064,11.5815,11.4200,59.6491,46.6619,-0.0165,0.0676,65.4613,-0.0113,0.0296,0.0645,-0.0392,0.0268,-0.0120,0.0186,均线金叉,7,121.385,-0.15,11.77,0.09,85.2899,0.423206,0.759561,1.58259,3.30675,3.44491,1084,1084,0.0296,18.2765,18.2765,116.537,0.0416046,0.01931237550879006,0.01922410807066144,0.01931237550879006,0.0268,0.508274,0.620184,0.590735,0.557491,0.627546,0.617596,0.745962
129,sz127071,4.95,2022-08-22,天箭转债,sz003009,中天火箭,53.11, 92.01,天箭转债,120.601,003009,中天火箭,暂无提示,5778.19,AA+,,0,1.8799,41.8685,40.9280,82.2538,61.6409,-0.2065,0.5223,59.3243,0.0000,1.9495,42.0405,40.1520,63.0189,41.5491,-0.3094,0.3785,36.1777,0.0000,0.0287,0.0000,0.0000,0.0000,0.0000,0.0000,上涨中,6,119.119,-1.23,41.68,-2.02,78.4786,0.517853,2.26288,8.04107,4.57147,8.12229,2118,2118,0.0287,14.0288,14.0288,106.039,0.123352,-0.004502191384931353,0.018373729476153233,0.004502191384931353,0.0,0.505787,0.457075,0.523133,0.474167,0.506778,0.617126,0.555568
130,sh113516,12.885,2018-08-02,苏农转债,sh603323,苏农银行,5.21, 105.95,苏农转债,120.963,603323,苏农银行,暂无提示,2074.03,AA+,,0,0.1304,5.2250,5.1620,43.9560,37.5092,-0.0127,-0.0130,-49.5444,0.9615,0.1353,5.2385,5.1660,33.3333,33.3333,-0.0136,-0.0151,-47.7600,0.6397,0.0140,0.0401,-0.0373,0.0300,0.0100,0.0218,跌减缓,4,119.627,-1.1,5.14,-0.39,98.6564,0.212562,4.24497,6.319,3.29451,2.45208,637,637,0.014,12.3729,12.3729,118.323,0.0110213,-0.016267942583732098,-0.0042619139868268485,0.016267942583732098,0.03,0.512123,0.692028,0.521089,0.59834,0.640576,0.616645,0.669139
131,sz128070,2.294,2019-07-02,智能转债,sz002877,智能自控,9.42, 97.12,智能转债,126.7,002877,智能自控,暂无提示,13115.3,A+,,0,0.3726,6.7870,6.8800,92.6674,79.6531,0.0162,0.0673,144.6571,0.4915,0.3864,6.8055,6.7380,81.5796,63.2395,-0.0075,0.0429,112.7946,-0.2901,0.0382,0.0877,-0.0339,0.0300,-0.0168,-0.0442,均线金叉,7,125.703,-0.79,7.18,0.7,76.2208,0.649195,5.09864,18.2139,22.226,39.6991,971,971,0.0382,19.2624,19.2624,116.382,0.0800857,0.05790481803447767,0.043604651162790775,0.05790481803447767,0.03,0.488742,0.521042,0.614198,0.504208,0.526702,0.614237,0.683137
132,sh113016,2.064,2017-11-06,小康转债,sh601127,赛力斯,20.17, 101.81,小康转债,320.983,601127,赛力斯,暂无提示,25326.6,AA-,G,0,3.2155,59.7765,53.2440,41.5192,36.1137,-1.1045,-0.5802,-44.3154,0.3911,3.3345,60.5745,52.5160,35.3046,29.7673,-1.3095,-0.8066,-54.3432,-0.1056,0.0362,0.2988,-0.2204,0.0100,-0.0238,-0.0027,跌减缓,4,325.928,1.54,53.39,-0.6,264.7,0.231311,62.1041,87.4307,300.892,211.799,368,368,0.0362,167.276,167.276,269.086,0.21124,-0.10683964434184001,0.0027420930057846515,0.10683964434184001,0.01,0.505642,0.161174,0.519309,0.491687,0.461576,0.611567,0.575687
133,sz128056,1.721,2019-02-28,今飞转债,sz002863,今飞凯达,6.68, 102.23,今飞转债,128.912,002863,今飞凯达,暂无提示,2329.6,A+,,0,0.2685,5.5415,5.4460,62.7249,50.1027,-0.0383,0.0326,6.2176,0.4004,0.2784,5.5585,5.3660,48.5358,38.5266,-0.0547,0.0204,-11.0882,0.1441,0.0308,0.1180,-0.0399,0.0038,-0.0074,0.0244,上涨中,6,129.5,0.46,5.49,-0.72,82.1856,0.575701,4.25412,6.58372,24.7189,19.1276,847,847,0.0308,17.4417,17.4417,119.672,0.0821275,-0.009293512586844743,0.008079324274697042,0.009293512586844743,0.0038,0.559498,0.500964,0.590374,0.567055,0.501296,0.610497,0.707162
134,sh113549,8.047,2019-11-15,白电转债,sh603861,白云电器,9.02, 102.21,白电转债,116.614,603861,白云电器,暂无提示,1372.75,AA,,0,0.3221,7.3940,7.4560,95.0265,90.0954,0.0100,0.0909,107.7080,0.2000,0.3340,7.4255,7.3620,92.6299,78.5606,-0.0059,0.0795,97.4359,-0.0062,0.0254,0.0644,-0.0714,0.0561,-0.0040,-0.0222,均线金叉,7,116.574,-0.03,7.61,0.93,84.3681,0.381731,1.02508,2.39783,1.27387,1.48989,1107,1107,0.0254,14.6699,14.6699,116.88,-0.00261703,0.029212875304300834,0.02065450643776834,0.029212875304300834,0.0561,0.453283,0.733489,0.555677,0.547415,0.630388,0.608838,0.70484
135,sz128095,4.539,2020-02-11,恩捷转债,sz002812,恩捷股份,64.62, 101.30,恩捷转债,315.6,002812,恩捷股份,暂无提示,18318.2,AA,B,0,7.3080,177.7855,174.8080,34.4377,38.4431,-0.7358,0.5978,-75.7721,1.3541,7.5787,178.5430,175.1300,38.0729,40.2447,-0.6346,0.6531,-99.4010,0.3189,0.0232,0.1411,-0.0505,0.0099,-0.0034,0.0321,涨减速,5,318.65,0.97,173.9,0.75,269.112,0.184081,15.6879,34.0061,34.5624,37.4599,1195,1195,0.0232,172.963,172.963,274.263,0.16184,-0.021854988173951262,-0.0051942702851127676,0.021854988173951262,0.0099,0.571869,0.265428,0.51677,0.584348,0.464519,0.608482,0.636526
136,sz127035,6.262,2021-05-26,濮耐转债,sz002225,濮耐股份,4.38, 100.07,濮耐转债,125.225,002225,濮耐股份,暂无提示,725.29,AA,,0,0.1762,4.2865,4.2480,91.1111,75.8304,-0.0031,0.0298,69.1824,0.7175,0.1827,4.3075,4.2200,76.9841,59.8266,-0.0116,0.0223,31.2139,0.5153,0.0216,0.0656,-0.0672,0.0654,0.0106,0.0076,上涨中,6,124.1,-0.9,4.29,-0.23,97.9452,0.267035,2.00494,2.73023,3.20176,2.18,1665,1665,0.0216,19.3176,19.3176,119.388,0.0394713,0.000816516971888559,0.009887005649717562,0.000816516971888559,0.0654,0.435996,0.613411,0.506459,0.529475,0.621292,0.608364,0.695516
137,sh113025,10.147,2019-04-10,明泰转债,sh601677,明泰铝业,7.66, 104.20,明泰转债,297.487,601677,明泰铝业,暂无提示,19125.3,AA,G,0,1.0799,19.3890,19.4900,89.1336,85.2574,0.0449,0.4515,99.3614,0.4031,1.1199,19.5245,19.2000,89.0050,74.2047,-0.0104,0.4275,78.8229,-0.1634,0.0320,0.2090,-0.0840,0.0193,-0.0253,0.0188,均线金叉,7,296.546,-0.32,19.51,-1.17,254.7,0.164296,15.3047,34.43,15.083,16.9656,888,888,0.032,161.838,161.838,266.038,0.114674,0.006240651916034956,0.0010261672652644993,0.006240651916034956,0.0193,0.568584,0.364965,0.577621,0.622123,0.568677,0.607334,0.689522
138,sz123125,8.999,2021-09-06,元力转债,sz300174,元力股份,17.51, 82.94,元力转债,129.5,300174,元力股份,暂无提示,4821.21,AA-,,0,0.8252,15.7010,16.1180,86.9658,74.8739,0.0411,0.2992,153.1111,0.4109,0.8558,15.6980,15.7600,77.9274,60.9359,-0.0321,0.2512,122.1516,-0.4560,0.0297,0.0947,0.0358,0.0089,-0.0510,-0.0683,上涨中,6,130.899,1.08,18.5,10.12,105.654,0.238941,8.00842,12.8296,8.89923,7.12836,1768,1768,0.0297,31.0017,31.0017,113.942,0.148825,0.17826890007005924,0.1477850849981388,0.17826890007005924,0.0089,0.633801,0.354397,0.692005,0.601826,0.641993,0.606709,0.663633
139,sz127037,6.995,2021-06-07,银轮转债,sz002126,银轮股份,10.69, 96.94,银轮转债,157.6,002126,银轮股份,暂无提示,12846.1,AA,G,0,0.8581,12.4565,13.1220,79.2867,81.1196,0.0532,0.2019,66.2090,0.2632,0.8899,12.4485,12.9000,81.3443,76.2382,0.0521,0.2119,86.2905,0.2632,0.0409,0.1638,0.0558,0.0051,0.0060,0.0510,涨减速,5,159.1,0.95,13.17,0.84,123.199,0.291404,20.5144,33.3605,29.3272,23.8459,1677,1677,0.0409,52.9815,52.9815,149.922,0.0612219,0.05727933207562308,0.0036579789666209006,0.05727933207562308,0.0051,0.682979,0.477771,0.637474,0.737776,0.554574,0.605438,0.825991
